ID,Total Cost per Month,Rental Type,Number of Bedrooms,Postcode,Date Listed,Number of Bathrooms,Number of Living Rooms,Distance to First Public Transport Hub (Miles),First Public Transport Hub Name,Distance to Second Public Transport Hub (Miles),Second Public Transport Hub Name,Cost per Bedroom,Bedrooms to Bathrooms Ratio,Bedrooms to Living Rooms Ratio,Zone
62402863,1550.0,Flat,2.0,n8,2022-09-12,2.0,1.0,0.2,Turnpike Lane,0.3,Hornsey,775.0,1.0,2.0,3
63386428,1550.0,Flat,1.0,n8,2022-12-02,1.0,1.0,0.5,Crouch Hill,0.7,Harringay,1550.0,1.0,1.0,3
59843578,1550.0,Studio,1.0,e8,2021-09-30,1.0,1.0,0.1,Hackney Downs,0.3,Hackney Central,1550.0,1.0,1.0,2
61400991,1550.0,Flat,2.0,se9,2022-11-08,1.0,1.0,0.6,Lee (London),0.7,Kidbrooke,775.0,2.0,2.0,3
63409081,1550.0,Flat,1.0,nw10,2022-12-06,1.0,,0.3,Kensal Green,0.3,Kensal Rise,1550.0,1.0,,2
63496465,1550.0,Flat,1.0,e15,2022-12-20,1.0,1.0,0.1,Maryland,0.6,Stratford,1550.0,1.0,1.0,3
63490818,1550.0,Flat,2.0,n18,2022-12-19,1.0,1.0,0.3,Silver Street,0.6,White Hart Lane,775.0,2.0,2.0,4
63454498,1550.0,Flat,1.0,w14,2022-12-13,1.0,1.0,0.3,Goldhawk Road,0.3,Shepherd's Bush Central,1550.0,1.0,1.0,2
62791925,1550.0,Flat,2.0,se10,2022-11-02,1.0,1.0,0.5,Elverson Road,0.5,Lewisham Local Amenities Good Transport Links,775.0,2.0,2.0,2
63388873,1550.0,Studio,1.0,nw1,2022-12-03,,1.0,0.2,Camden Town,0.2,Mornington Crescent,1550.0,,1.0,2
63359759,1550.0,Studio,1.0,w6,2022-11-29,1.0,1.0,0.3,Barons Court,0.4,West Kensington,1550.0,1.0,1.0,2
63472803,1550.0,Room to Rent,1.0,se23,2022-12-15,1.0,1.0,0.2,Forest Hill,0.8,Honor Oak Park,1550.0,1.0,1.0,3
60446559,1550.0,Studio,1.0,nw6,2022-01-04,1.0,,0.3,Brondesbury,0.4,Brondesbury Park,1550.0,1.0,,2
60294592,1550.0,Studio,1.0,nw6,2021-12-03,1.0,,0.3,Brondesbury,0.4,Brondesbury Park,1550.0,1.0,,2
63139477,1550.0,Flat,1.0,n15,2022-11-19,1.0,1.0,0.3,Seven Sisters,0.3,Seven Sisters,1550.0,1.0,1.0,3
63445450,1550.0,Flat,1.0,w3,2022-12-12,1.0,1.0,0.1,West Acton,0.5,North Ealing,1550.0,1.0,1.0,3
61210053,1550.0,Flat,1.0,w3,2022-12-13,1.0,1.0,0.3,East Acton,0.6,Acton Central,1550.0,1.0,1.0,2
63313333,1550.0,Flat,1.0,w13,2022-11-24,1.0,1.0,0.1,West Ealing,0.6,Drayton Green,1550.0,1.0,1.0,3
63036089,1550.0,Flat,2.0,se5,2022-11-17,,1.0,0.5,Denmark Hill,0.7,Peckham Rye,775.0,,2.0,2
47362723,1550.0,Flat,2.0,w13,2022-10-20,1.0,1.0,0.2,West Ealing,0.5,Drayton Green,775.0,2.0,2.0,3
60100017,1550.0,Studio,1.0,sw5,2022-09-17,1.0,,0.2,Earl's Court,0.2,West Brompton,1550.0,1.0,,2
62823061,1550.0,Flat,1.0,se26,2022-11-07,1.0,1.0,0.2,Lower Sydenham,0.4,New Beckenham,1550.0,1.0,1.0,4
62875198,1550.0,Flat,2.0,nw9,2022-11-14,1.0,1.0,0.7,Wembley Park,0.9,Neasden,775.0,2.0,2.0,4
62465021,1550.0,Flat,2.0,se23,2022-11-24,1.0,1.0,0.4,Sydenham (London),0.5,Forest Hill,775.0,2.0,2.0,3
63462678,1550.0,Flat,1.0,nw1,2022-12-14,1.0,1.0,0.1,Camden Road,0.2,Camden Town,1550.0,1.0,1.0,2
62738107,1550.0,Flat,2.0,nw10,2022-10-26,1.0,1.0,0.2,Willesden Junction,0.3,Willesden Junction,775.0,2.0,2.0,3
63370443,1551.0,Flat,1.0,sw18,2022-12-01,1.0,1.0,0.5,Earlsfield,0.8,Southfields,1551.0,1.0,1.0,3
63372241,1551.0,Flat,1.0,e2,2022-12-01,1.0,,0.3,Bethnal Green,0.4,Bethnal Green,1551.0,1.0,,2
62731989,1553.0,Flat,2.0,se2,2022-10-25,1.0,1.0,0.1,Abbey Wood,1.4,Belvedere,776.5,2.0,2.0,4
61486985,1560.0,Flat,1.0,nw10,2022-05-17,1.0,1.0,0.5,Willesden Green,0.6,Dollis Hill,1560.0,1.0,1.0,2
63301147,1560.0,Studio,1.0,w14,2022-11-23,1.0,,0.1,West Kensington,0.3,Barons Court,1560.0,1.0,,2
63033495,1560.0,Studio,1.0,w14,2022-11-17,1.0,,0.2,West Kensington,0.3,Barons Court,1560.0,1.0,,2
44644408,1560.0,Flat,1.0,nw10,2021-04-12,1.0,1.0,0.1,Kensal Green,0.1,Kensal Green,1560.0,1.0,1.0,2
63399714,1560.0,Flat,1.0,n10,2022-12-05,1.0,,,,,,1560.0,1.0,,
57020798,1560.0,Flat,1.0,nw6,2022-12-19,1.0,1.0,0.2,Kilburn Park,0.3,Queen's Park,1560.0,1.0,1.0,2
62736592,1560.0,Flat,1.0,w9,2022-10-26,,,0.4,Westbourne Park,0.5,Queen's Park,1560.0,,,2
63491002,1560.0,Flat,1.0,w2,2022-12-19,1.0,1.0,0.5,Knightsbridge,0.5,Lancaster Gate,1560.0,1.0,1.0,1
51678872,1560.0,Flat,1.0,n10,2022-12-05,1.0,,0.8,East Finchley,0.9,Highgate,1560.0,1.0,,3
63443295,1560.0,Flat,1.0,n10,2022-12-10,1.0,1.0,0.8,East Finchley,0.9,Highgate,1560.0,1.0,1.0,3
53445489,1560.0,Studio,1.0,w8,2022-12-07,,,0.2,High Street Kensington,0.5,Earl's Court,1560.0,,,1
53448512,1560.0,Studio,1.0,w8,2022-12-07,,,0.2,High Street Kensington,0.5,Earl's Court,1560.0,,,1
63390965,1560.0,Studio,1.0,w8,2022-12-03,1.0,1.0,0.2,High Street Kensington,0.5,Earl's Court,1560.0,1.0,1.0,1
62793853,1560.0,Flat,1.0,se10,2022-11-03,1.0,,0.6,North Greenwich Pier,0.6,North Greenwich,1560.0,1.0,,2
63469807,1560.0,Studio,1.0,w14,2022-12-15,1.0,,0.2,West Kensington,0.3,Barons Court,1560.0,1.0,,2
61711924,1560.0,Flat,1.0,nw2,2022-06-15,1.0,1.0,0.4,Willesden Green,0.4,Dollis Hill,1560.0,1.0,1.0,2
51179634,1560.0,Flat,1.0,nw3,2022-12-07,,,0.1,Belsize Park,0.3,Hampstead Heath,1560.0,,,2
44873353,1560.0,Flat,1.0,n10,2022-12-05,1.0,1.0,0.8,East Finchley,0.9,Highgate,1560.0,1.0,1.0,3
61711927,1560.0,Flat,1.0,nw10,2022-05-20,1.0,1.0,0.5,Willesden Green,0.6,Dollis Hill,1560.0,1.0,1.0,2
61753042,1560.0,Room to Rent,1.0,nw10,2022-06-20,1.0,,0.3,Willesden Junction,0.3,Willesden Junction,1560.0,1.0,,3
62883558,1560.0,Flat,2.0,e7,2022-11-15,1.0,1.0,0.5,Upton Park,0.6,Forest Gate,780.0,2.0,2.0,3
63434606,1560.0,Studio,1.0,w6,2022-12-09,1.0,,0.4,Hammersmith (D & P),0.4,Barons Court,1560.0,1.0,,2
63345158,1560.0,Flat,2.0,nw4,2022-11-28,1.0,1.0,0.5,Brent Cross,0.5,Hendon Central,780.0,2.0,2.0,3
63458257,1560.0,Flat,1.0,nw3,2022-12-13,,,0.2,Belsize Park,0.2,Hampstead Heath,1560.0,,,2
59865864,1560.0,Flat,1.0,e5,2022-12-13,1.0,1.0,0.5,Homerton,0.6,Hackney Central,1560.0,1.0,1.0,2
62814104,1570.0,Flat,2.0,se23,2022-11-05,1.0,,0.5,Sydenham (London),0.6,Forest Hill,785.0,2.0,,3
62819017,1573.0,Flat,1.0,n16,2022-11-07,1.0,1.0,0.2,Stoke Newington,0.4,Rectory Road,1573.0,1.0,1.0,2
63375021,1575.0,Flat,2.0,n12,2022-12-01,1.0,1.0,0.3,Woodside Park,0.8,Totteridge and Whetstone,787.5,2.0,2.0,4
59535780,1575.0,Flat,2.0,e11,2022-11-08,1.0,1.0,0.3,Leyton Midland Road,0.4,Leytonstone,787.5,2.0,2.0,3
59838964,1575.0,Flat,1.0,se8,2022-12-15,1.0,,0.3,Surrey Quays,0.3,Surrey Quays,1575.0,1.0,,2
63124097,1575.0,Studio,1.0,w2,2022-11-18,1.0,,0.1,Lancaster Gate,0.2,Paddington,1575.0,1.0,,1
63493109,1575.0,Flat,1.0,sw19,2022-12-19,1.0,1.0,0.4,South Wimbledon,0.5,Wimbledon,1575.0,1.0,1.0,3
55140203,1575.0,Flat,1.0,n4,2022-12-02,1.0,1.0,0.3,Harringay Green Lanes,0.4,Harringay,1575.0,1.0,1.0,3
63323378,1575.0,Room to Rent,1.0,e12,2022-11-25,1.0,,0.1,Woodgrange Park,0.2,Manor Park,1575.0,1.0,,3
63487824,1575.0,Flat,2.0,e18,2022-12-18,1.0,1.0,0.5,South Woodford,0.6,Woodford,787.5,2.0,2.0,4
62812447,1575.0,Flat,2.0,se28,2022-11-04,1.0,1.0,0.6,Woolwich Arsenal Pier,0.7,Plumstead,787.5,2.0,2.0,4
63478481,1582.0,Studio,1.0,w14,2022-12-16,1.0,,0.1,West Kensington,0.3,Barons Court,1582.0,1.0,,2
61792844,1582.0,Studio,1.0,w1,2022-06-24,1.0,,0.4,Baker Street,0.4,Regent's Park,1582.0,1.0,,1
55013255,1582.0,Flat,1.0,n4,2022-12-15,1.0,1.0,0.2,Crouch Hill,0.5,Harringay,1582.0,1.0,1.0,3
63417804,1582.0,Flat,1.0,nw3,2022-12-07,,,0.3,Gospel Oak,0.3,Belsize Park,1582.0,,,2
41870792,1582.0,Flat,1.0,n4,2022-12-16,1.0,1.0,0.2,Crouch Hill,0.5,Harringay,1582.0,1.0,1.0,3
63491070,1582.0,Flat,1.0,n4,2022-12-19,1.0,1.0,0.2,Crouch Hill,0.5,Harringay,1582.0,1.0,1.0,3
63473234,1582.0,Flat,1.0,n4,2022-12-15,1.0,,0.2,Crouch Hill,0.5,Harringay,1582.0,1.0,,3
60603935,1582.0,Flat,2.0,e16,2022-12-12,1.0,1.0,0.2,London City Airport,0.4,Royal Albert,791.0,2.0,2.0,3
63491067,1582.0,Flat,2.0,n4,2022-12-19,1.0,,0.2,Crouch Hill,0.5,Harringay,791.0,2.0,,3
63433961,1582.0,Flat,1.0,nw11,2022-12-09,1.0,1.0,0.4,Golders Green,0.7,Brent Cross,1582.0,1.0,1.0,3
62815084,1585.0,Flat,1.0,sw19,2022-11-05,1.0,,0.2,Haydons Road,0.5,South Wimbledon,1585.0,1.0,,3
63478517,1585.0,Studio,1.0,sw15,2022-12-16,1.0,1.0,0.3,Putney,0.4,East Putney,1585.0,1.0,1.0,2
63372136,1590.0,Flat,1.0,n11,2022-12-01,1.0,,0.2,Arnos Grove,0.3,New Southgate,1590.0,1.0,,4
63478023,1592.0,Flat,1.0,e16,2022-12-16,1.0,1.0,0.2,Canning Town,0.4,Royal Victoria,1592.0,1.0,1.0,3
63448229,1595.0,Maisonette,2.0,e18,2022-12-12,1.0,1.0,0.2,South Woodford,0.9,Woodford,797.5,2.0,2.0,4
63444736,1595.0,Flat,1.0,n7,2022-12-11,1.0,,0.4,Arsenal,0.5,Finsbury Park,1595.0,1.0,,2
63491072,1595.0,Studio,1.0,ec1,2022-12-19,1.0,1.0,0.2,Old Street,0.3,Old Street,1595.0,1.0,1.0,1
63305924,1595.0,Flat,1.0,e5,2022-11-23,1.0,1.0,0.1,Clapton,0.5,Rectory Road,1595.0,1.0,1.0,2
63038418,1595.0,Flat,1.0,se3,2022-11-17,1.0,,0.5,Kidbrooke,0.5,Blackheath,1595.0,1.0,,3
57908729,1595.0,Flat,1.0,n7,2022-12-07,1.0,1.0,0.4,Upper Holloway,0.6,Holloway Road,1595.0,1.0,1.0,2
50479046,1595.0,Flat,1.0,nw1,2022-11-02,1.0,1.0,0.2,Camden Road,0.4,Camden Town,1595.0,1.0,1.0,2
63480236,1595.0,Flat,2.0,nw9,2022-12-16,1.0,1.0,0.5,Hendon,0.7,Colindale,797.5,2.0,2.0,3
62842584,1595.0,Flat,1.0,nw1,2022-12-19,1.0,,0.3,Camden Road,0.5,Camden Town,1595.0,1.0,,2
63487561,1595.0,Flat,2.0,e18,2022-12-18,1.0,,0.4,South Woodford,0.5,Snaresbrook,797.5,2.0,,4
59911571,1595.0,Studio,1.0,nw2,2021-10-08,,,,,,,1595.0,,,
63494302,1599.0,Room to Rent,1.0,se17,2022-12-20,,,0.1,Elephant & Castle,0.3,Elephant and Castle,1599.0,,,1
63469240,1599.0,Property,2.0,se12,2022-12-15,1.0,1.0,0.5,Hither Green,0.5,Lee (London),799.5,2.0,2.0,3
63140692,1599.0,Flat,1.0,nw6,2022-11-19,1.0,1.0,0.4,West Hampstead Thameslink,0.4,Kilburn,1599.0,1.0,1.0,2
60262919,1599.0,Studio,1.0,wc1,2022-11-29,1.0,,0.1,Russell Square,0.4,Goodge Street,1599.0,1.0,,1
63343754,1599.0,Flat,1.0,e1,2022-11-28,1.0,1.0,0.3,Aldgate East,0.4,Aldgate,1599.0,1.0,1.0,1
63399612,1599.0,Flat,2.0,n17,2022-12-05,,,0.2,White Hart Lane,0.6,Silver Street,799.5,,,3
58369976,1599.0,Flat,1.0,nw2,2022-12-12,1.0,1.0,0.2,Kilburn,0.2,Brondesbury,1599.0,1.0,1.0,2
62716305,1599.0,Studio,1.0,sw6,2022-10-24,1.0,1.0,0.3,West Brompton,0.3,West Brompton,1599.0,1.0,1.0,2
62627039,1599.0,Flat,2.0,sw16,2022-10-12,1.0,1.0,0.4,Streatham Common,0.4,Streatham (Greater London),799.5,2.0,2.0,3
63427093,1599.0,Flat,1.0,sw18,2022-12-08,1.0,1.0,0.5,Wandsworth Riverside Quarter Pier,0.5,Wandsworth Town,1599.0,1.0,1.0,2
63348817,1599.0,Flat,2.0,n19,2022-11-28,1.0,1.0,0.5,Archway,0.6,Upper Holloway,799.5,2.0,2.0,2
62878184,1599.0,Studio,1.0,e14,2022-11-14,1.0,1.0,0.2,South Quay,0.3,Crossharbour and London Arena,1599.0,1.0,1.0,2
62723716,1599.0,Flat,1.0,w13,2022-10-25,1.0,1.0,0.4,West Ealing,0.5,Drayton Green,1599.0,1.0,1.0,3
62841123,1599.0,Flat,1.0,sw10,2022-11-09,1.0,,0.4,Imperial Wharf,0.4,Chelsea Harbour Pier,1599.0,1.0,,2
63447331,1599.0,Studio,1.0,w4,2022-12-12,,,0.3,South Acton,0.5,Acton Central,1599.0,,,3
63495855,1599.0,Flat,2.0,e1w,2022-12-20,1.0,1.0,0.2,Limehouse,0.3,Limehouse,799.5,2.0,2.0,2
63444517,1600.0,Flat,1.0,w12,2022-12-11,1.0,1.0,0.1,Goldhawk Road,0.1,Shepherd's Bush Hammersmith and City,1600.0,1.0,1.0,2
60400123,1600.0,Studio,1.0,w8,2022-11-18,1.0,,0.1,High Street Kensington,0.5,Earl's Court,1600.0,1.0,,1
63419773,1600.0,Flat,1.0,se3,2022-12-07,1.0,1.0,0.3,Kidbrooke,0.9,Blackheath,1600.0,1.0,1.0,3
63462973,1600.0,Flat,1.0,se24,2022-12-14,1.0,1.0,0.3,Tulse Hill,0.6,West Dulwich,1600.0,1.0,1.0,3
63425450,1600.0,Flat,1.0,se4,2022-12-08,1.0,1.0,0.4,Brockley,0.5,Crofton Park,1600.0,1.0,1.0,2
63404164,1600.0,Flat,3.0,n17,2022-12-06,1.0,1.0,0.4,Bruce Grove,0.5,White Hart Lane,533.3333333333334,3.0,3.0,3
63436908,1600.0,Flat,1.0,se18,2022-12-09,1.0,1.0,0.2,Woolwich Arsenal,0.2,Woolwich Arsenal,1600.0,1.0,1.0,4
60881207,1600.0,Terraced House,2.0,n17,2022-03-02,2.0,1.0,0.8,White Hart Lane,0.9,Bruce Grove,800.0,1.0,2.0,3
60552642,1600.0,Flat,2.0,sw16,2022-12-15,1.0,1.0,0.5,Streatham (Greater London),0.5,Streatham Common,800.0,2.0,2.0,3
63451824,1600.0,Studio,1.0,w4,2022-12-12,1.0,1.0,0.2,Chiswick Park,0.2,Gunnersbury,1600.0,1.0,1.0,3
52058656,1600.0,Flat,2.0,w7,2022-12-12,1.0,1.0,0.6,Hanwell,0.8,Boston Manor,800.0,2.0,2.0,4
62475920,1600.0,Room to Rent,1.0,w2,2022-09-21,1.0,,0.3,Edgware Road Circle,0.3,Edgware Road Bakerloo,1600.0,1.0,,
63376591,1600.0,Flat,1.0,w12,2022-12-01,1.0,,0.6,Goldhawk Road,0.7,Shepherd's Bush Hammersmith and City,1600.0,1.0,,2
63348916,1600.0,Flat,1.0,e13,2022-11-28,1.0,1.0,0.4,Plaistow,0.5,Upton Park,1600.0,1.0,1.0,3
63403259,1600.0,Flat,2.0,w3,2022-12-05,1.0,1.0,,,,,800.0,2.0,2.0,
48863719,1600.0,Flat,1.0,n6,2022-11-24,1.0,1.0,0.5,Highgate,0.9,Archway,1600.0,1.0,1.0,3
63408569,1600.0,Terraced House,2.0,e16,2022-12-06,1.0,1.0,0.6,Custom House,0.7,Custom House,800.0,2.0,2.0,3
59119044,1600.0,Flat,2.0,sw19,2022-12-16,1.0,1.0,0.3,Colliers Wood,0.4,Haydons Road,800.0,2.0,2.0,3
63307758,1600.0,Flat,1.0,se22,2022-11-23,1.0,1.0,0.2,East Dulwich,0.5,North Dulwich,1600.0,1.0,1.0,2
57902258,1600.0,Flat,2.0,se22,2022-11-09,1.0,1.0,0.9,North Dulwich,0.9,Forest Hill,800.0,2.0,2.0,2
63489162,1600.0,Flat,1.0,e16,2022-12-19,1.0,1.0,0.2,Royal Victoria,0.2,Custom House,1600.0,1.0,1.0,3
63427471,1600.0,Flat,1.0,w12,2022-12-08,1.0,,0.2,Shepherd's Bush Hammersmith & City,0.4,Goldhawk Road,1600.0,1.0,,2
63282251,1600.0,Flat,1.0,e8,2022-11-21,1.0,1.0,0.1,London Fields,0.3,Hackney Central,1600.0,1.0,1.0,2
63384633,1600.0,Flat,2.0,n10,2022-12-02,1.0,1.0,1.0,East Finchley,1.1,Alexandra Palace,800.0,2.0,2.0,3
63492425,1600.0,Flat,2.0,se27,2022-12-19,1.0,1.0,0.4,West Norwood,0.5,Tulse Hill,800.0,2.0,2.0,3
62870159,1600.0,Flat,1.0,se18,2022-11-12,1.0,,1.2,Woolwich Dockyard,1.2,Woolwich Arsenal,1600.0,1.0,,3
63437307,1600.0,Flat,1.0,n10,2022-12-09,1.0,1.0,1.0,East Finchley,1.1,Alexandra Palace,1600.0,1.0,1.0,3
62823558,1600.0,Studio,1.0,se17,2022-11-07,1.0,,0.3,Elephant & Castle,0.5,Kennington,1600.0,1.0,,2
63429433,1600.0,Flat,2.0,n21,2022-12-08,1.0,1.0,0.2,Winchmore Hill,0.8,Grange Park,800.0,2.0,2.0,4
63493946,1600.0,Flat,1.0,n10,2022-12-20,1.0,,0.5,Highgate,0.8,East Finchley,1600.0,1.0,,3
61521593,1600.0,Flat,2.0,n21,2022-11-17,1.0,1.0,0.1,Grange Park,0.5,Winchmore Hill,800.0,2.0,2.0,5
55759975,1600.0,Flat,2.0,se27,2022-12-20,2.0,1.0,0.4,West Norwood,0.5,Tulse Hill,800.0,1.0,2.0,3
63474235,1600.0,Flat,1.0,n6,2022-12-15,1.0,1.0,0.6,Archway,0.7,Crouch Hill,1600.0,1.0,1.0,2
63400368,1600.0,Maisonette,2.0,se12,2022-12-05,1.0,1.0,0.2,Lee (London),0.6,Hither Green,800.0,2.0,2.0,3
63471666,1600.0,Flat,2.0,n6,2022-12-15,1.0,1.0,0.2,East Finchley,0.9,Highgate,800.0,2.0,2.0,3
62766371,1600.0,Flat,1.0,n6,2022-10-31,1.0,1.0,0.0,Highgate,0.9,Archway,1600.0,1.0,1.0,3
58956573,1600.0,Flat,2.0,se27,2022-11-08,1.0,1.0,0.3,Gipsy Hill,0.5,Sydenham Hill,800.0,2.0,2.0,3
63454182,1600.0,Studio,1.0,se18,2022-12-13,1.0,1.0,0.2,Woolwich Arsenal Pier,0.2,Woolwich Ferry South Pier,1600.0,1.0,1.0,
62862832,1600.0,Room to Rent,1.0,e2,2022-11-11,2.0,,0.1,Cambridge Heath,0.3,Bethnal Green,1600.0,0.5,,2
63463309,1600.0,Maisonette,2.0,se13,2022-12-14,1.0,1.0,0.5,Blackheath,0.6,Hither Green,800.0,2.0,2.0,3
63436545,1600.0,Flat,1.0,n16,2022-12-09,1.0,,0.1,Stoke Newington,0.5,Rectory Road,1600.0,1.0,,2
63449284,1600.0,Flat,2.0,n16,2022-12-12,1.0,1.0,0.4,Stoke Newington,0.6,Stamford Hill,800.0,2.0,2.0,2
63474820,1600.0,Flat,1.0,se15,2022-12-15,1.0,,0.2,Queens Road (Peckham),0.4,Nunhead,1600.0,1.0,,2
43307665,1600.0,Flat,1.0,e14,2022-11-23,,,0.3,Crossharbour & London Arena,0.5,Mudchute,1600.0,,,2
60499363,1600.0,Flat,1.0,se4,2022-11-30,1.0,1.0,0.3,St Johns (London),0.4,Brockley,1600.0,1.0,1.0,2
63490656,1600.0,Room to Rent,1.0,e14,2022-12-19,1.0,,0.1,Crossharbour & London Arena,0.4,South Quay,1600.0,1.0,,2
63367796,1600.0,Flat,1.0,sw18,2022-11-30,1.0,,0.3,Southfields,0.5,Earlsfield,1600.0,1.0,,3
63406105,1600.0,Flat,1.0,sw18,2022-12-06,1.0,1.0,0.5,Earlsfield,0.8,Southfields,1600.0,1.0,1.0,3
63465829,1600.0,Flat,1.0,sw18,2022-12-14,1.0,1.0,0.2,Earlsfield,0.6,Wimbledon Park,1600.0,1.0,1.0,3
63492435,1600.0,Flat,2.0,se19,2022-12-19,1.0,1.0,0.3,Crystal Palace,0.6,Gipsy Hill,800.0,2.0,2.0,3
63481108,1600.0,Flat,2.0,se19,2022-12-16,1.0,1.0,0.8,Crystal Palace,0.9,Gipsy Hill,800.0,2.0,2.0,3
63303631,1600.0,Flat,2.0,se12,2022-11-23,1.0,1.0,0.2,Hither Green,0.5,Lee (London),800.0,2.0,2.0,3
62707129,1600.0,Flat,1.0,w7,2022-12-15,1.0,1.0,0.6,Hanwell,0.6,Boston Manor,1600.0,1.0,1.0,4
63038245,1600.0,Flat,1.0,sw19,2022-11-17,1.0,1.0,0.2,Wimbledon,0.2,Wimbledon,1600.0,1.0,1.0,3
63465034,1600.0,Flat,2.0,e11,2022-12-14,1.0,1.0,0.2,Wanstead,0.3,Snaresbrook,800.0,2.0,2.0,4
63440304,1600.0,Flat,2.0,e11,2022-12-10,1.0,1.0,0.2,Wanstead,0.5,Redbridge,800.0,2.0,2.0,4
53804587,1600.0,Maisonette,3.0,se19,2022-12-20,,1.0,0.3,Gipsy Hill,0.6,Crystal Palace,533.3333333333334,,3.0,3
61325688,1600.0,Flat,2.0,e11,2022-12-14,1.0,1.0,0.3,Leytonstone High Road,0.4,Leytonstone,800.0,2.0,2.0,3
52882776,1600.0,Property,2.0,e11,2022-12-16,1.0,1.0,0.4,Snaresbrook,0.5,South Woodford,800.0,2.0,2.0,4
48440400,1600.0,Flat,2.0,e11,2022-12-16,1.0,1.0,0.3,Leyton Midland Road,0.4,Leytonstone,800.0,2.0,2.0,3
63440548,1600.0,Flat,2.0,n3,2022-12-10,2.0,,0.7,Finchley Central,0.8,West Finchley,800.0,1.0,,4
63488188,1600.0,Flat,2.0,n3,2022-12-18,,,0.4,Finchley Central,0.8,West Finchley,800.0,,,4
63316394,1600.0,Flat,1.0,e5,2022-11-24,1.0,,0.5,Clapton,0.6,Lea Bridge,1600.0,1.0,,2
62739519,1600.0,Maisonette,2.0,sw19,2022-10-26,1.0,1.0,0.3,Haydons Road,0.5,Colliers Wood,800.0,2.0,2.0,3
63438354,1600.0,Flat,2.0,w7,2022-12-09,1.0,1.0,0.2,Hanwell,0.5,Drayton Green,800.0,2.0,2.0,4
63484462,1600.0,Flat,1.0,se13,2022-12-17,1.0,1.0,0.1,Elverson Road,0.2,Lewisham,1600.0,1.0,1.0,2
63429926,1600.0,Flat,1.0,n16,2022-12-08,1.0,1.0,0.1,Stamford Hill,0.5,Stoke Newington,1600.0,1.0,1.0,3
63400064,1600.0,Flat,1.0,sw16,2022-12-05,1.0,1.0,0.6,Streatham Hill,0.7,West Norwood,1600.0,1.0,1.0,3
63492505,1600.0,Flat,1.0,e2,2022-12-19,1.0,1.0,0.3,Shoreditch High Street,0.4,Hoxton,1600.0,1.0,1.0,1
63481165,1600.0,Studio,1.0,e2,2022-12-16,1.0,,0.4,Bethnal Green,0.4,Shoreditch High Street,1600.0,1.0,,2
63366566,1600.0,Flat,1.0,n1,2022-11-30,,1.0,0.3,Caledonian Road & Barnsbury,0.6,Caledonian Road,1600.0,,1.0,2
63425981,1600.0,Flat,1.0,se13,2022-12-08,1.0,1.0,0.1,Deptford Bridge,0.3,St Johns (London),1600.0,1.0,1.0,2
63296925,1600.0,Flat,2.0,se13,2022-11-22,1.0,1.0,0.3,Hither Green,0.4,Lee (London),800.0,2.0,2.0,3
62742984,1600.0,Flat,1.0,se13,2022-10-27,1.0,1.0,0.1,Lewisham,0.1,Lewisham,1600.0,1.0,1.0,2
63408856,1600.0,Room to Rent,1.0,e10,2022-12-06,,1.0,0.6,Lea Bridge,0.7,Leyton Midland Road,1600.0,,1.0,3
63492788,1600.0,Terraced House,2.0,sw19,2022-12-19,1.0,,0.3,South Wimbledon,0.6,Morden,800.0,2.0,,3
63412475,1600.0,Flat,1.0,sw19,2022-12-06,1.0,1.0,0.4,Colliers Wood,0.4,South Wimbledon,1600.0,1.0,1.0,3
63446860,1600.0,Flat,1.0,sw16,2022-12-12,1.0,1.0,0.6,Streatham Hill,0.7,West Norwood,1600.0,1.0,1.0,3
63425604,1600.0,Terraced House,2.0,e10,2022-12-08,1.0,1.0,0.5,Leyton Midland Road,0.5,Leyton,800.0,2.0,2.0,3
61218674,1600.0,Flat,2.0,n16,2022-04-12,1.0,1.0,0.6,Rectory Road,0.6,Dalston Kingsland,800.0,2.0,2.0,2
63441436,1600.0,Flat,2.0,e10,2022-12-10,1.0,1.0,0.3,Leyton Midland Road,0.8,Leyton,800.0,2.0,2.0,3
63496493,1600.0,Flat,1.0,se13,2022-12-20,1.0,1.0,0.2,St Johns (London),0.3,Elverson Road,1600.0,1.0,1.0,2
63358095,1600.0,Flat,2.0,n15,2022-11-29,1.0,1.0,0.6,Turnpike Lane,0.7,Seven Sisters,800.0,2.0,2.0,3
61498483,1600.0,Flat,1.0,se8,2022-11-28,1.0,1.0,0.3,Surrey Quays,0.3,Surrey Quays,1600.0,1.0,1.0,2
50773700,1600.0,Flat,1.0,nw6,2022-11-11,1.0,1.0,0.2,West Hampstead Thameslink,0.3,West Hampstead,1600.0,1.0,1.0,2
63358112,1600.0,Flat,1.0,nw6,2022-11-29,1.0,1.0,0.2,Brondesbury,0.2,Kilburn,1600.0,1.0,1.0,2
63314470,1600.0,Flat,2.0,e12,2022-11-24,1.0,1.0,0.4,Manor Park,0.5,Woodgrange Park,800.0,2.0,2.0,3
63491484,1600.0,Flat,1.0,e9,2022-12-19,1.0,1.0,0.2,London Fields,0.4,Hackney Central,1600.0,1.0,1.0,2
63457393,1600.0,Studio,1.0,w6,2022-12-13,1.0,1.0,0.3,Goldhawk Road,0.3,Hammersmith,1600.0,1.0,1.0,2
59111701,1600.0,Studio,1.0,w14,2022-11-08,1.0,1.0,0.3,Shepherd's Bush Central,0.3,Shepherd's Bush,1600.0,1.0,1.0,
