ID,Total Cost per Month,Rental Type,Number of Bedrooms,Postcode,Date Listed,Number of Bathrooms,Number of Living Rooms,Distance to First Public Transport Hub (Miles),First Public Transport Hub Name,Distance to Second Public Transport Hub (Miles),Second Public Transport Hub Name,Cost per Bedroom,Bedrooms to Bathrooms Ratio,Bedrooms to Living Rooms Ratio,Zone
46653760,2650.0,Flat,3.0,nw10,2022-10-28,1.0,1.0,0.4,Willesden Junction,0.5,Kensal Green,883.3333333333334,3.0,3.0,3
63139370,2650.0,Flat,3.0,e2,2022-11-19,1.0,1.0,0.1,Cambridge Heath,0.4,Bethnal Green,883.3333333333334,3.0,3.0,2
60052735,2650.0,Flat,2.0,nw1,2022-12-15,1.0,1.0,0.1,Mornington Crescent,0.3,Camden Town,1325.0,2.0,2.0,2
60453807,2650.0,Flat,2.0,nw1,2022-12-19,1.0,1.0,0.1,Mornington Crescent,0.3,Camden Town,1325.0,2.0,2.0,2
61073156,2650.0,Flat,2.0,nw6,2022-12-02,1.0,1.0,0.1,Queens Park (London),0.1,Queen's Park,1325.0,2.0,2.0,
63367412,2650.0,Flat,1.0,w12,2022-11-30,1.0,1.0,0.3,White City,0.4,Shepherd's Bush Hammersmith and City,2650.0,1.0,1.0,2
62833250,2650.0,Flat,3.0,se3,2022-11-08,2.0,1.0,0.3,Kidbrooke,0.8,Blackheath,883.3333333333334,1.5,3.0,3
62644940,2650.0,Flat,1.0,ec1,2022-10-13,1.0,,0.2,Chancery Lane,0.2,Farringdon,2650.0,1.0,,1
62880380,2650.0,Flat,2.0,nw8,2022-11-15,2.0,1.0,0.2,St. John's Wood,0.4,Maida Vale,1325.0,1.0,2.0,2
62160867,2650.0,Terraced House,3.0,nw10,2022-08-10,2.0,2.0,0.4,Dollis Hill,0.4,Willesden Green,883.3333333333334,1.5,1.5,3
63284908,2650.0,Maisonette,2.0,se3,2022-11-21,1.0,,0.6,Westcombe Park,0.6,Maze Hill,1325.0,2.0,,3
63437963,2650.0,Flat,3.0,sw15,2022-12-05,1.0,1.0,0.5,Putney,0.6,Putney Pier,883.3333333333334,3.0,3.0,2
42102097,2650.0,Flat,2.0,e14,2022-12-17,2.0,1.0,0.2,Heron Quays,0.2,Canary Wharf Pier,1325.0,1.0,2.0,2
63292971,2650.0,Townhouse,5.0,nw9,2022-11-22,2.0,1.0,0.4,Queensbury,0.4,Kingsbury,530.0,2.5,5.0,4
63490597,2650.0,Flat,3.0,sw19,2022-12-19,2.0,2.0,0.5,Wimbledon,0.5,Wimbledon,883.3333333333334,1.5,1.5,3
62731726,2650.0,Maisonette,3.0,sw19,2022-10-25,1.0,,0.1,Haydons Road,0.7,Wimbledon Park,883.3333333333334,3.0,,3
62728794,2650.0,Flat,2.0,sw19,2022-10-25,2.0,1.0,0.8,Southfields,1.1,Wimbledon Park,1325.0,1.0,2.0,3
62708490,2650.0,Flat,3.0,sw19,2022-10-21,1.0,1.0,0.1,Haydons Road,0.7,Wimbledon Park,883.3333333333334,3.0,3.0,3
62707240,2650.0,Maisonette,3.0,sw19,2022-10-21,1.0,1.0,0.2,Haydons Road,0.6,Wimbledon Park,883.3333333333334,3.0,3.0,3
60742785,2650.0,Flat,2.0,n7,2022-07-05,2.0,,0.1,Caledonian Road,0.3,Caledonian Road and Barnsbury,1325.0,1.0,,2
63416076,2650.0,Flat,2.0,e16,2022-12-07,3.0,1.0,0.2,Royal Victoria,0.2,Custom House,1325.0,0.6666666666666666,2.0,3
63338856,2650.0,Flat,2.0,e16,2022-11-27,3.0,1.0,0.2,Royal Victoria,0.2,Custom House,1325.0,0.6666666666666666,2.0,3
62663382,2650.0,Flat,2.0,e14,2022-10-17,2.0,,0.2,Canning Town,0.4,East India,1325.0,1.0,,3
62735282,2650.0,Flat,2.0,w3,2022-10-26,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1325.0,1.0,2.0,2
62770846,2650.0,Flat,2.0,w3,2022-10-31,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1325.0,1.0,2.0,2
62842934,2650.0,Flat,2.0,w3,2022-11-09,2.0,,0.1,North Acton,0.4,Acton Main Line,1325.0,1.0,,2
62882134,2650.0,Flat,2.0,w3,2022-10-26,2.0,1.0,0.2,East Acton,0.7,Acton Central,1325.0,1.0,2.0,2
63288864,2650.0,Flat,2.0,w3,2022-11-22,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1325.0,1.0,2.0,2
63322842,2650.0,Flat,2.0,w3,2022-11-25,2.0,1.0,0.2,Acton Main Line,0.4,Acton Central,1325.0,1.0,2.0,3
63339476,2650.0,Terraced House,5.0,se7,2022-11-27,1.0,,0.2,Charlton,0.4,Westcombe Park,530.0,5.0,,3
63387394,2650.0,Flat,2.0,se9,2022-12-02,2.0,1.0,0.5,Kidbrooke,0.9,Eltham,1325.0,1.0,2.0,3
62902975,2650.0,Flat,2.0,w6,2022-11-16,2.0,1.0,0.2,Ravenscourt Park,0.3,Hammersmith,1325.0,1.0,2.0,2
63031813,2650.0,Flat,2.0,wc1,2022-11-17,1.0,1.0,0.3,London Kings Cross,0.3,King's Cross St. Pancras,1325.0,2.0,2.0,
63292515,2650.0,Flat,2.0,sw5,2022-11-22,2.0,1.0,0.2,Earl's Court,0.4,High Street Kensington,1325.0,1.0,2.0,1
63286861,2650.0,Flat,2.0,sw5,2022-11-21,1.0,1.0,0.1,Earl's Court,0.4,West Brompton,1325.0,2.0,2.0,2
63465150,2650.0,Flat,2.0,sw15,2022-12-14,2.0,1.0,0.1,East Putney,0.4,Putney,1325.0,1.0,2.0,2
57195555,2650.0,Flat,1.0,nw3,2022-12-01,1.0,1.0,0.3,Chalk Farm,0.4,Belsize Park,2650.0,1.0,1.0,2
63333044,2650.0,Flat,3.0,sw15,2022-11-26,1.0,,0.5,Putney,0.6,Putney Pier,883.3333333333334,3.0,,2
63439835,2650.0,Flat,2.0,w4,2022-12-09,2.0,1.0,0.1,Chiswick Park,0.4,Gunnersbury,1325.0,1.0,2.0,3
63381287,2650.0,Flat,2.0,w5,2022-12-02,2.0,1.0,0.2,Ealing Broadway,0.2,Ealing Broadway Close to Tube Station Modern,1325.0,1.0,2.0,3
59826458,2650.0,Flat,2.0,sw6,2022-12-14,,1.0,0.7,Parsons Green,0.8,Putney Pier,1325.0,,2.0,2
62697800,2650.0,Flat,2.0,sw6,2022-12-06,2.0,1.0,0.3,Imperial Wharf,0.3,Chelsea Harbour Pier,1325.0,1.0,2.0,2
63469879,2650.0,Flat,2.0,sw6,2022-12-15,2.0,1.0,0.7,Parsons Green,0.8,Putney Pier,1325.0,1.0,2.0,2
63424124,2650.0,Flat,2.0,w3,2022-12-08,2.0,1.0,0.2,East Acton,0.7,Acton Central,1325.0,1.0,2.0,2
56407335,2650.0,Flat,2.0,sw15,2022-11-01,2.0,1.0,0.1,East Putney,0.4,Putney,1325.0,1.0,2.0,2
63459080,2650.0,Flat,2.0,sw8,2022-12-13,1.0,,0.1,Nine Elms,0.5,St George Wharf Pier,1325.0,2.0,,1
62863204,2650.0,Flat,2.0,sw9,2022-11-11,1.0,1.0,0.4,Stockwell,0.4,Oval,1325.0,2.0,2.0,2
63362137,2650.0,Flat,3.0,sw20,2022-11-30,2.0,1.0,0.5,Raynes Park,0.5,Motspur Park,883.3333333333334,1.5,3.0,4
62597070,2650.0,Flat,2.0,e14,2022-10-07,2.0,,0.1,East India Pier,0.2,Blackwall,1325.0,1.0,,2
63491772,2650.0,Flat,3.0,se4,2022-12-19,1.0,1.0,0.3,St Johns (London),0.4,Brockley,883.3333333333334,3.0,3.0,2
63469189,2650.0,Flat,2.0,e14,2022-12-15,2.0,1.0,0.1,East India Pier,0.2,Blackwall,1325.0,1.0,2.0,2
59573358,2650.0,Property,3.0,n16,2022-11-28,1.0,1.0,0.5,Stoke Newington,0.5,Rectory Road,883.3333333333334,3.0,3.0,2
60241621,2652.0,Flat,3.0,nw2,2022-11-25,,,0.2,Willesden Green,0.6,Cricklewood,884.0,,,2
63468204,2652.0,Flat,3.0,sw9,2022-12-15,1.0,1.0,0.4,Loughborough Junction,0.7,Brixton,884.0,3.0,3.0,2
63423033,2658.0,Flat,3.0,e17,2022-12-08,2.0,,0.1,Blackhorse Road,0.1,Blackhorse Road,886.0,1.5,,3
60345267,2665.0,Flat,2.0,nw8,2021-12-08,1.0,1.0,0.2,St. John's Wood,0.4,Maida Vale,1332.5,2.0,2.0,2
60971444,2665.0,Flat,2.0,n7,2022-11-25,,,0.2,Caledonian Road,0.2,Holloway Road,1332.5,,,2
61025107,2665.0,Flat,2.0,n7,2022-11-24,2.0,,0.2,Caledonian Road,0.2,Holloway Road,1332.5,1.0,,2
63350986,2665.0,Flat,1.0,e1w,2022-11-29,1.0,1.0,0.3,Wapping,0.3,Wapping,2665.0,1.0,1.0,2
63402571,2665.0,Flat,1.0,se1,2022-12-05,,,0.1,Elephant & Castle,0.2,Elephant and Castle,2665.0,,,1
60497362,2665.0,Flat,3.0,e14,2022-11-15,1.0,1.0,0.3,Greenland Pier,0.4,Masthouse Terrace Pier,888.3333333333334,3.0,3.0,
62307701,2665.0,Flat,1.0,w8,2022-08-30,1.0,1.0,0.3,Earl's Court,0.4,High Street Kensington,2665.0,1.0,1.0,1
62211159,2665.0,Flat,1.0,w8,2022-08-16,1.0,1.0,0.3,Earl's Court,0.4,High Street Kensington,2665.0,1.0,1.0,1
62510984,2665.0,Flat,1.0,w9,2022-09-26,1.0,1.0,0.2,Warwick Avenue,0.2,Maida Vale,2665.0,1.0,1.0,2
55321072,2665.0,Flat,2.0,nw8,2022-06-15,1.0,1.0,0.1,St. John's Wood,0.6,South Hampstead,1332.5,2.0,2.0,2
63388431,2665.0,Studio,1.0,e1,2022-12-02,1.0,1.0,0.2,Aldgate East,0.2,Aldgate,2665.0,1.0,1.0,1
63491240,2667.0,Property,0.0,nw10,2022-12-19,,,0.1,Willesden Junction,0.2,Willesden Junction,inf,,,3
57662863,2670.0,Studio,1.0,w2,2022-11-24,1.0,,0.1,Paddington,0.1,Lancaster Gate,2670.0,1.0,,1
59211041,2670.0,Studio,1.0,w2,2022-11-22,1.0,,0.1,Bayswater,0.2,Queensway,2670.0,1.0,,1
58026917,2670.0,Studio,1.0,w2,2022-11-24,1.0,,0.1,Bayswater,0.2,Queensway,2670.0,1.0,,1
57996472,2670.0,Studio,1.0,w2,2022-06-16,1.0,,0.1,Bayswater,0.2,Queensway,2670.0,1.0,,1
62557797,2674.0,Flat,1.0,n6,2022-10-03,1.0,,0.1,Highgate,1.0,East Finchley,2674.0,1.0,,3
63426547,2675.0,Flat,2.0,se3,2022-12-08,2.0,,0.3,Blackheath,0.9,Kidbrooke,1337.5,1.0,,3
63414103,2680.0,Flat,1.0,e3,2022-12-07,1.0,,0.3,Bromley-By-Bow,0.3,Devons Road,2680.0,1.0,,2
62791394,2686.0,Flat,1.0,w14,2022-11-02,1.0,1.0,0.2,Kensington (Olympia),0.2,Kensington Olympia,2686.0,1.0,1.0,2
63308159,2687.0,Flat,1.0,sw6,2022-11-23,1.0,1.0,0.2,Parsons Green,0.3,Fulham Broadway,2687.0,1.0,1.0,2
62750590,2687.0,Flat,2.0,w14,2022-10-27,,,0.3,Shepherd's Bush,0.3,Shepherd's Bush Central,1343.5,,,
63443467,2687.0,Flat,1.0,se1,2022-12-11,1.0,1.0,0.2,Blackfriars Millennium Pier,0.2,Blackfriars,2687.0,1.0,1.0,1
63434295,2687.0,Flat,2.0,nw8,2022-12-09,1.0,1.0,0.1,South Hampstead,0.3,Swiss Cottage,1343.5,2.0,2.0,2
63459285,2687.0,Flat,2.0,e1,2022-12-13,1.0,1.0,0.1,Whitechapel,0.1,Whitechapel,1343.5,2.0,2.0,2
63473436,2687.0,Flat,1.0,nw1,2022-12-15,1.0,1.0,0.2,Marble Arch,0.4,Bond Street,2687.0,1.0,1.0,1
63386469,2687.0,Flat,2.0,e14,2022-12-02,2.0,1.0,0.3,Limehouse,0.3,Limehouse,1343.5,1.0,2.0,2
57505057,2687.0,Flat,2.0,e14,2022-12-20,2.0,1.0,0.2,All Saints,0.3,Blackwall,1343.5,1.0,2.0,2
63424558,2687.0,Flat,1.0,e14,2022-12-08,1.0,,0.1,West India Quay,0.2,Heron Quays,2687.0,1.0,,2
60793326,2687.0,Flat,2.0,w4,2022-12-15,,,0.2,Chiswick Park,0.2,Gunnersbury,1343.5,,,3
61266444,2687.0,Flat,1.0,w6,2022-04-20,1.0,1.0,0.2,Ravenscourt Park,0.2,Stamford Brook,2687.0,1.0,1.0,2
62826846,2687.0,Terraced House,3.0,e1,2022-11-07,2.0,,0.1,Whitechapel,0.1,Whitechapel,895.6666666666666,1.5,,2
61203734,2687.0,Flat,1.0,sw1,2022-04-09,1.0,1.0,0.1,St. James's Park,0.4,Westminster,2687.0,1.0,1.0,1
62841170,2687.0,Flat,1.0,e14,2022-11-09,1.0,,0.1,West India Quay,0.2,Heron Quays,2687.0,1.0,,2
63426499,2688.0,Flat,2.0,e14,2022-12-08,2.0,1.0,0.1,East India,0.2,East India Pier,1344.0,1.0,2.0,2
63488434,2689.0,Flat,3.0,sw8,2022-12-19,2.0,,0.4,Wandsworth Road,0.4,Nine Elms,896.3333333333334,1.5,,2
62847854,2690.0,Flat,2.0,e14,2022-11-10,1.0,,0.1,East India Pier,0.2,Blackwall,1345.0,2.0,,2
63488805,2695.0,Flat,2.0,e14,2022-12-19,2.0,1.0,0.3,East India,0.4,Blackwall,1347.5,1.0,2.0,2
61073969,2695.0,Terraced House,4.0,se14,2022-12-19,1.0,1.0,0.3,New Cross Gate,0.3,New Cross Gate,673.75,4.0,4.0,2
60249836,2695.0,Semi-Detached House,4.0,n13,2022-11-02,2.0,2.0,0.5,Palmers Green,0.8,Winchmore Hill,673.75,2.0,2.0,4
62777903,2695.0,Flat,2.0,w3,2022-11-01,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1347.5,1.0,2.0,2
63397229,2695.0,Flat,3.0,sw14,2022-12-05,2.0,1.0,0.3,Mortlake,0.8,Barnes Bridge,898.3333333333334,1.5,3.0,3
49901733,2697.0,Studio,1.0,e15,2021-10-02,1.0,,0.3,Stratford High Street,0.4,Abbey Road,2697.0,1.0,,3
62177550,2700.0,Terraced House,4.0,e15,2022-08-11,2.0,1.0,0.5,Abbey Road,0.5,Plaistow,675.0,2.0,4.0,3
63462668,2700.0,Flat,3.0,se5,2022-12-14,2.0,1.0,0.3,Loughborough Junction,0.5,Denmark Hill,900.0,1.5,3.0,2
63421272,2700.0,Terraced House,4.0,e15,2022-12-07,2.0,2.0,0.5,Maryland,0.7,Leyton,675.0,2.0,2.0,3
63419741,2700.0,Flat,2.0,e14,2022-12-07,2.0,1.0,0.2,Canning Town,0.4,East India,1350.0,1.0,2.0,3
63422150,2700.0,Flat,2.0,e1,2022-12-08,1.0,1.0,0.2,Aldgate,0.2,Aldgate East,1350.0,2.0,2.0,1
61327606,2700.0,Flat,3.0,se5,2022-10-17,2.0,1.0,0.6,Kennington,0.8,Oval,900.0,1.5,3.0,2
63036670,2700.0,Flat,3.0,e9,2022-11-17,1.0,1.0,0.1,Homerton,0.5,Hackney Wick,900.0,3.0,3.0,2
63416330,2700.0,Maisonette,4.0,sw16,2022-12-07,2.0,1.0,0.6,Streatham (Greater London),0.7,West Norwood,675.0,2.0,4.0,3
62794731,2700.0,Flat,2.0,sw15,2022-11-03,1.0,1.0,0.5,Putney Pier,0.5,Barnes,1350.0,2.0,2.0,3
63033521,2700.0,Flat,2.0,e14,2022-11-17,2.0,1.0,0.3,East India,0.3,Blackwall,1350.0,1.0,2.0,2
63358953,2700.0,Flat,2.0,sw9,2022-11-30,2.0,,0.4,Oval,0.6,Stockwell,1350.0,1.0,,2
63450033,2700.0,Flat,2.0,e14,2022-12-12,2.0,1.0,0.1,Canning Town,0.5,East India Swimming Pool New Listing,1350.0,1.0,2.0,3
63366764,2700.0,Semi-Detached House,3.0,sw18,2022-11-30,1.0,,0.4,Wandsworth Riverside Quarter Pier,0.5,Wandsworth Town,900.0,3.0,,2
63455222,2700.0,Flat,3.0,w5,2022-12-13,2.0,1.0,0.3,Ealing Broadway,0.3,Ealing Broadway,900.0,1.5,3.0,3
62859536,2700.0,Flat,2.0,nw3,2022-11-11,1.0,1.0,0.2,Belsize Park,0.5,Chalk Farm,1350.0,2.0,2.0,2
62854347,2700.0,Flat,2.0,sw12,2022-11-10,2.0,,0.3,Clapham South,0.4,Balham,1350.0,1.0,,2
62544644,2700.0,Flat,1.0,nw3,2022-09-30,1.0,1.0,0.6,West Hampstead Thameslink,0.6,Hampstead,2700.0,1.0,1.0,2
53618341,2700.0,Flat,1.0,nw3,2022-12-01,1.0,1.0,0.2,Belsize Park,0.4,Swiss Cottage,2700.0,1.0,1.0,2
62945330,2700.0,Flat,2.0,nw3,2022-11-16,1.0,,0.4,Belsize Park,0.4,Finchley Road,1350.0,2.0,,2
63297616,2700.0,Flat,2.0,e1,2022-11-22,2.0,1.0,0.1,Aldgate East,0.3,Aldgate,1350.0,1.0,2.0,1
63405749,2700.0,Flat,2.0,nw6,2022-12-06,2.0,1.0,0.4,Brondesbury,0.4,Kilburn High Road,1350.0,1.0,2.0,2
63421060,2700.0,Terraced House,2.0,n7,2022-12-07,2.0,,0.4,Upper Holloway,0.6,Finsbury Park,1350.0,1.0,,2
63400805,2700.0,Flat,3.0,n7,2022-12-05,2.0,1.0,0.4,Upper Holloway,0.6,Holloway Road,900.0,1.5,3.0,2
56952029,2700.0,Flat,1.0,sw13,2022-11-07,1.0,1.0,0.1,Barnes Bridge,0.5,Barnes,2700.0,1.0,1.0,3
63457687,2700.0,Flat,4.0,n22,2022-12-13,2.0,1.0,0.2,Bowes Park,0.3,Bounds Green,675.0,2.0,4.0,3
59353478,2700.0,Semi-Detached House,3.0,n22,2022-12-05,2.0,2.0,0.2,Wood Green,0.3,Alexandra Palace,900.0,1.5,1.5,3
63478676,2700.0,Flat,2.0,e14,2022-12-16,2.0,,0.4,Island Gardens,0.5,Mudchute,1350.0,1.0,,2
62843116,2700.0,Flat,2.0,n16,2022-11-09,1.0,1.0,0.5,Stoke Newington,0.5,Rectory Road,1350.0,2.0,2.0,2
63439261,2700.0,Flat,2.0,sw11,2022-12-09,1.0,1.0,0.6,Clapham Common,0.7,Clapham South,1350.0,2.0,2.0,2
63471825,2700.0,Flat,2.0,w9,2022-12-15,1.0,1.0,0.4,Westbourne Park,0.5,Maida Vale,1350.0,2.0,2.0,2
63354483,2700.0,Maisonette,2.0,sw1,2022-11-29,1.0,1.0,0.2,London Victoria,0.2,Victoria,1350.0,2.0,2.0,1
62735227,2700.0,Semi-Detached House,3.0,nw4,2022-10-26,1.0,1.0,0.5,Hendon Central,1.0,Brent Cross,900.0,3.0,3.0,3
63378158,2700.0,Terraced House,4.0,nw4,2022-12-02,2.0,1.0,0.2,Hendon,0.5,Hendon Central,675.0,2.0,4.0,3
63463153,2700.0,Flat,2.0,nw4,2022-12-14,2.0,1.0,0.6,Hendon Central,1.0,Hendon,1350.0,1.0,2.0,3
62482613,2700.0,Flat,2.0,sw18,2022-09-22,2.0,1.0,0.1,Wandsworth Town,0.4,Wandsworth Riverside Quarter Pier,1350.0,1.0,2.0,2
62370775,2700.0,Flat,2.0,se15,2022-09-07,1.0,1.0,0.2,Peckham Rye,0.6,East Dulwich,1350.0,2.0,2.0,2
63021219,2700.0,Maisonette,2.0,se15,2022-11-17,2.0,,0.4,East Dulwich,0.5,Peckham Rye,1350.0,1.0,,2
56522435,2700.0,Semi-Detached House,2.0,se8,2022-12-01,1.0,1.0,0.5,Greenland Pier,0.5,Surrey Quays,1350.0,2.0,2.0,2
63283570,2700.0,Flat,2.0,e8,2022-11-21,2.0,1.0,0.1,Dalston Junction,0.2,Dalston Kingsland,1350.0,1.0,2.0,2
63478037,2700.0,Flat,2.0,w3,2022-12-16,2.0,1.0,0.2,Acton Main Line,0.4,Acton Central,1350.0,1.0,2.0,3
63480832,2700.0,Flat,2.0,sw6,2022-12-16,2.0,1.0,0.2,Imperial Wharf,0.3,Chelsea Harbour Pier,1350.0,1.0,2.0,2
63497573,2700.0,Flat,2.0,w8,2022-12-20,2.0,1.0,0.3,Earl's Court,0.3,High Street Kensington,1350.0,1.0,2.0,1
60304796,2700.0,Flat,2.0,w9,2022-12-01,1.0,1.0,0.3,Maida Vale,0.4,Warwick Avenue,1350.0,2.0,2.0,2
63372957,2700.0,Terraced House,3.0,se15,2022-12-01,1.0,,0.3,East Dulwich,0.5,Peckham Rye,900.0,3.0,,2
56409540,2700.0,Flat,3.0,sw5,2022-12-14,1.0,1.0,0.2,Earl's Court,0.4,West Brompton,900.0,3.0,3.0,2
60868442,2700.0,Flat,2.0,sw11,2022-02-28,1.0,,0.3,Cadogan Pier,0.7,Chelsea Harbour Pier,1350.0,2.0,,
55692187,2700.0,Flat,1.0,w2,2022-11-25,1.0,1.0,0.1,Royal Oak,0.3,Bayswater,2700.0,1.0,1.0,2
62802443,2700.0,Terraced House,3.0,sw19,2022-11-03,1.0,2.0,0.1,South Wimbledon,0.7,Wimbledon,900.0,3.0,1.5,3
44932699,2700.0,Semi-Detached House,3.0,se22,2022-11-24,1.0,1.0,0.6,East Dulwich,0.8,North Dulwich,900.0,3.0,3.0,2
63456892,2700.0,Flat,3.0,se22,2022-12-13,1.0,,0.1,East Dulwich,0.5,Denmark Hill,900.0,3.0,,2
63418121,2700.0,Flat,2.0,e16,2022-12-07,2.0,1.0,0.3,West Silvertown,0.3,Pontoon Dock,1350.0,1.0,2.0,3
62869463,2700.0,Semi-Detached House,3.0,nw2,2022-11-12,2.0,2.0,0.4,Neasden,0.6,Dollis Hill,900.0,1.5,1.5,3
63459270,2700.0,Flat,2.0,n4,2022-12-13,1.0,1.0,0.2,Manor House,0.5,Finsbury Park,1350.0,2.0,2.0,2
62511395,2700.0,Flat,1.0,nw1,2022-09-26,1.0,,0.1,Edgware Road Bakerloo,0.1,Edgware Road Circle,2700.0,1.0,,
63285896,2700.0,Flat,2.0,w3,2022-11-21,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1350.0,1.0,2.0,2
63352010,2700.0,Flat,2.0,w3,2022-11-29,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1350.0,1.0,2.0,2
63376143,2700.0,Flat,2.0,w3,2022-12-01,2.0,,0.1,North Acton,0.4,Acton Main Line,1350.0,1.0,,2
58351932,2700.0,Studio,1.0,se4,2022-08-18,1.0,,0.4,Catford,0.4,Crofton Park,2700.0,1.0,,3
63428743,2700.0,Flat,2.0,w3,2022-12-08,2.0,,0.1,North Acton,0.4,Acton Main Line,1350.0,1.0,,2
63435651,2700.0,Flat,2.0,w3,2022-12-09,2.0,1.0,0.5,Acton Central,0.5,East Acton,1350.0,1.0,2.0,2
63459588,2700.0,Flat,2.0,w3,2022-12-13,2.0,,0.1,North Acton,0.4,Acton Main Line,1350.0,1.0,,2
63367172,2700.0,Flat,2.0,sw16,2022-11-30,2.0,1.0,0.3,Streatham Common,0.5,Streatham (Greater London),1350.0,1.0,2.0,3
63326773,2700.0,Flat,2.0,w3,2022-11-25,,,0.3,Acton Central,0.3,Acton Main Line,1350.0,,,2
63363101,2700.0,Bungalow,3.0,sw16,2022-11-30,1.0,1.0,0.2,Streatham Hill,0.8,Streatham (Greater London),900.0,3.0,3.0,3
63363836,2700.0,Flat,1.0,w2,2022-11-30,1.0,1.0,0.1,Royal Oak,0.3,Bayswater,2700.0,1.0,1.0,2
63290202,2700.0,Flat,2.0,se11,2022-11-22,1.0,1.0,0.3,Vauxhall,0.3,Millbank Millennium Pier,1350.0,2.0,2.0,1
62795116,2700.0,Flat,2.0,nw11,2022-11-03,1.0,1.0,0.4,Golders Green,0.5,Brent Cross,1350.0,2.0,2.0,3
63492099,2700.0,Flat,3.0,e3,2022-12-19,2.0,1.0,0.0,Bromley-By-Bow,0.3,Devons Road,900.0,1.5,3.0,2
63342010,2700.0,Property,4.0,e11,2022-11-28,2.0,3.0,0.4,Wanstead,0.5,Snaresbrook,675.0,2.0,1.3333333333333333,4
58702732,2700.0,Property,4.0,e11,2022-11-07,1.0,2.0,0.5,Wanstead,0.5,Snaresbrook,675.0,4.0,2.0,4
63476768,2700.0,Flat,2.0,se1,2022-12-16,2.0,1.0,0.1,Bankside Pier,0.3,London Cannon Street,1350.0,1.0,2.0,
61591934,2700.0,Flat,1.0,se1,2022-11-26,1.0,1.0,0.2,Millbank Millennium Pier,0.3,Lambeth Pier,2700.0,1.0,1.0,
55152478,2700.0,Flat,3.0,se4,2022-12-19,1.0,1.0,0.3,St Johns (London),0.4,Brockley,900.0,3.0,3.0,2
63383595,2700.0,Property,3.0,w11,2022-12-02,1.0,1.0,0.1,Shepherd's Bush,0.2,Shepherd's Bush Central,900.0,3.0,3.0,
63447890,2700.0,Flat,2.0,se18,2022-12-12,2.0,1.0,0.2,Woolwich Arsenal Pier,0.2,Woolwich Ferry South Pier,1350.0,1.0,2.0,
63075658,2700.0,Flat,2.0,n1,2022-11-18,1.0,1.0,0.3,Dalston Kingsland,0.5,Canonbury,1350.0,2.0,2.0,2
61784888,2700.0,Flat,2.0,w13,2022-06-23,1.0,1.0,0.4,West Ealing,0.5,Ealing Broadway,1350.0,2.0,2.0,3
63459441,2700.0,Flat,1.0,wc1,2022-12-13,1.0,,0.2,Euston,0.2,London Euston,2700.0,1.0,,1
62832608,2700.0,Flat,2.0,w14,2022-11-08,1.0,1.0,0.3,Kensington (Olympia),0.3,Kensington Olympia,1350.0,2.0,2.0,2
63342292,2700.0,Flat,2.0,w14,2022-11-28,2.0,1.0,0.1,Kensington (Olympia),0.1,Kensington Olympia,1350.0,1.0,2.0,2
63277310,2700.0,Flat,2.0,w3,2022-11-21,2.0,1.0,0.2,East Acton,0.7,Acton Central,1350.0,1.0,2.0,2
62719571,2700.0,Flat,2.0,sw8,2022-10-24,2.0,2.0,0.3,Nine Elms,0.4,Vauxhall,1350.0,1.0,1.0,1
62886822,2700.0,Flat,1.0,e20,2022-11-15,1.0,1.0,0.2,Stratford International,0.2,Stratford International,2700.0,1.0,1.0,3
63348369,2700.0,Maisonette,3.0,sw16,2022-11-28,1.0,1.0,0.4,Streatham Hill,0.6,Streatham (Greater London),900.0,3.0,3.0,3
63385869,2700.0,Flat,2.0,w3,2022-12-02,2.0,1.0,0.1,North Acton,0.4,Acton Main Line,1350.0,1.0,2.0,2
63386676,2700.0,Flat,2.0,w12,2022-12-02,2.0,1.0,0.2,Shepherd's Bush Hammersmith & City,0.2,Goldhawk Road,1350.0,1.0,2.0,2
63299080,2700.0,Flat,2.0,se10,2022-11-23,2.0,1.0,0.6,West Silvertown,0.7,North Greenwich Pier,1350.0,1.0,2.0,3
63305364,2700.0,Flat,2.0,se10,2022-11-23,2.0,1.0,0.6,West Silvertown,0.7,North Greenwich Pier,1350.0,1.0,2.0,3
63306444,2700.0,Flat,3.0,se10,2022-11-23,1.0,1.0,0.3,Maze Hill,0.4,Westcombe Park,900.0,3.0,3.0,3
63361236,2700.0,Flat,3.0,se10,2022-11-30,3.0,1.0,0.5,Maze Hill,0.7,North Greenwich,900.0,1.0,3.0,3
63066147,2700.0,Flat,3.0,se14,2022-11-18,2.0,1.0,0.3,New Cross,0.4,New Cross,900.0,1.5,3.0,2
51437038,2700.0,Flat,2.0,wc1,2022-12-04,1.0,1.0,0.1,King's Cross St. Pancras,0.1,London St Pancras International,1350.0,2.0,2.0,
60386728,2700.0,Flat,3.0,w4,2022-11-02,1.0,1.0,0.3,Turnham Green,0.4,Stamford Brook,900.0,3.0,3.0,2
63384728,2700.0,Property,3.0,w7,2022-12-02,1.0,2.0,0.5,West Ealing,0.6,Hanwell,900.0,3.0,1.5,3
